online_status|url|username|method|remark|concurrent_num|password|data|requests_nums|response_data|response_time|response_code|test_time
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|77|200|1488331068
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|78|200|1488331068
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|78|200|1488331069
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|79|200|1488331069
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|79|200|1488331069
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|78|200|1488331069
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|84|200|1488331069
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|77|200|1488331069
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|79|200|1488331069
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|79|200|1488331069
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|80|200|1488331070
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|78|200|1488331070
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|79|200|1488331070
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|79|200|1488331070
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|82|200|1488331070
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|80|200|1488331070
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|79|200|1488331070
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|79|200|1488331070
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|78|200|1488331070
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|79|200|1488331070
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|79|200|1488331071
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|78|200|1488331071
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|77|200|1488331071
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|77|200|1488331071
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|77|200|1488331071
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|77|200|1488331071
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|78|200|1488331071
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|79|200|1488331071
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|82|200|1488331072
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|78|200|1488331072
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|78|200|1488331072
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|79|200|1488331072
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|79|200|1488331072
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|77|200|1488331072
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|77|200|1488331072
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|77|200|1488331072
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|79|200|1488331073
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|80|200|1488331073
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|79|200|1488331073
/member|get||100|2|1|aaaa|123456.0|会员信息|{'avatar': '53bd3e28dba2cf166b13c1177f46ad81', 'frozen_money': '0.00', 'is_phone': True, 'focus_goods': '10', 'non_receive': '65', 'money': '85433.30', 'nickname': 'dfgr', 'is_agent': False, 'frozen_cash': '0.00', 'coupons': '13', 'is_benefit': False, 'sku_count': '135', 'focus_shop': '3', 'non_pay': '0', 'cash': '0.00', 'unread_messages': '9', 'frozen_coin': '0', 'coin': '99966', 'non_comment': '25', 'phone': '18671188911'}|78|200|1488331073
/member|get||100|2|1|aaaa|123456.0|会员信息|{'msg': '您的访问太频繁了,请稍后再试', 'success': False}|13|410|1488331073
/member|get||100|2|1|aaaa|123456.0|会员信息|{'msg': '您的访问太频繁了,请稍后再试', 'success': False}|15|410|1488331073
