url|method|data|requests_nums|concurrent_num|online_status|username|password|remark|response_data|response_time|response_code
/coupon/get/0000000201702004|get||100|2|1|aaaa|123456.0|l领取优惠券|{'success': False, 'msg': '您已经领取过该优惠券了!'}|13|200
/coupon/get/0000000201702004|get||100|2|1|aaaa|123456.0|l领取优惠券|{'success': False, 'msg': '您已经领取过该优惠券了!'}|13|200
/coupon/get/0000000201702004|get||100|2|1|aaaa|123456.0|l领取优惠券|{'success': False, 'msg': '您已经领取过该优惠券了!'}|13|200
/coupon/get/0000000201702004|get||100|2|1|aaaa|123456.0|l领取优惠券|{'success': False, 'msg': '您已经领取过该优惠券了!'}|12|200
/coupon/get/0000000201702004|get||100|2|1|aaaa|123456.0|l领取优惠券|{'success': False, 'msg': '您已经领取过该优惠券了!'}|13|200
/coupon/get/0000000201702004|get||100|2|1|aaaa|123456.0|l领取优惠券|{'success': False, 'msg': '您已经领取过该优惠券了!'}|13|200
/coupon/get/0000000201702004|get||100|2|1|aaaa|123456.0|l领取优惠券|{'success': False, 'msg': '您已经领取过该优惠券了!'}|13|200
/coupon/get/0000000201702004|get||100|2|1|aaaa|123456.0|l领取优惠券|{'success': False, 'msg': '您已经领取过该优惠券了!'}|12|200
/coupon/get/0000000201702004|get||100|2|1|aaaa|123456.0|l领取优惠券|{'success': False, 'msg': '您已经领取过该优惠券了!'}|13|200
/coupon/get/0000000201702004|get||100|2|1|aaaa|123456.0|l领取优惠券|{'success': False, 'msg': '您已经领取过该优惠券了!'}|11|200
/coupon/get/0000000201702004|get||100|2|1|aaaa|123456.0|l领取优惠券|{'success': False, 'msg': '您已经领取过该优惠券了!'}|12|200
/coupon/get/0000000201702004|get||100|2|1|aaaa|123456.0|l领取优惠券|{'success': False, 'msg': '您已经领取过该优惠券了!'}|11|200
/coupon/get/0000000201702004|get||100|2|1|aaaa|123456.0|l领取优惠券|{'success': False, 'msg': '您已经领取过该优惠券了!'}|14|200
/coupon/get/0000000201702004|get||100|2|1|aaaa|123456.0|l领取优惠券|{'success': False, 'msg': '您已经领取过该优惠券了!'}|12|200
/coupon/get/0000000201702004|get||100|2|1|aaaa|123456.0|l领取优惠券|{'success': False, 'msg': '您已经领取过该优惠券了!'}|14|200
/coupon/get/0000000201702004|get||100|2|1|aaaa|123456.0|l领取优惠券|{'success': False, 'msg': '您已经领取过该优惠券了!'}|13|200
/coupon/get/0000000201702004|get||100|2|1|aaaa|123456.0|l领取优惠券|{'success': False, 'msg': '您已经领取过该优惠券了!'}|13|200
/coupon/get/0000000201702004|get||100|2|1|aaaa|123456.0|l领取优惠券|{'success': False, 'msg': '您已经领取过该优惠券了!'}|12|200
/coupon/get/0000000201702004|get||100|2|1|aaaa|123456.0|l领取优惠券|{'success': False, 'msg': '您已经领取过该优惠券了!'}|12|200
/coupon/get/0000000201702004|get||100|2|1|aaaa|123456.0|l领取优惠券|{'success': False, 'msg': '您已经领取过该优惠券了!'}|12|200
/coupon/get/0000000201702004|get||100|2|1|aaaa|123456.0|l领取优惠券|{'success': False, 'msg': '您已经领取过该优惠券了!'}|10|200
/coupon/get/0000000201702004|get||100|2|1|aaaa|123456.0|l领取优惠券|{'success': False, 'msg': '您已经领取过该优惠券了!'}|12|200
/coupon/get/0000000201702004|get||100|2|1|aaaa|123456.0|l领取优惠券|{'success': False, 'msg': '您已经领取过该优惠券了!'}|11|200
/coupon/get/0000000201702004|get||100|2|1|aaaa|123456.0|l领取优惠券|{'success': False, 'msg': '您已经领取过该优惠券了!'}|12|200
/coupon/get/0000000201702004|get||100|2|1|aaaa|123456.0|l领取优惠券|{'success': False, 'msg': '您已经领取过该优惠券了!'}|12|200
/coupon/get/0000000201702004|get||100|2|1|aaaa|123456.0|l领取优惠券|{'success': False, 'msg': '您的访问太频繁了,请稍后再试'}|9|410
